,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X28,X29,X30,X32,X33
0,0.2716902115,3655.8710515,4453.499637000001,9.23562943,32.377042745,47.605538440000004,2798.925487,64.82194301999999,122.90147945,0.197313554,91.976940415,49.756396120000005,2703.4710915,25.218609925,50.151772345,3330.785094,22.90504062,66.625379905,0.507908591,272.71001635,102.47858925,92.23215617,62.811062765,53.275632064999996,26.67150067,60.55179539,24.12910349,37.214464899999996,46.44153512,35.865217400000006,12.117142125
1,0.2715924965,3653.5117060000002,4451.0020095,9.233434244000001,32.368312180000004,47.56774681,2799.383403,64.81211144,122.9016363,0.1953798495,91.95301363499999,49.845222469999996,2704.0111335,25.232033015,49.92241294,3331.438408,22.91559326,66.610052585,-0.5191026965,272.8721653,102.47282195,92.321683385,62.81894686,53.24628412,26.681592705,60.537447395,23.970288585,37.218549089999996,46.44519138,35.96103925,12.25365109
2,0.27172333,3643.374329,4452.789789500001,9.258741557,32.378964440000004,47.592513365,2800.3866335000002,64.91909943499999,122.90303155000001,0.1960250995,92.00527409,50.080888485,2704.7290114999996,25.255834185,49.75067256,3332.3293409999997,22.93282325,66.61373331499999,-0.4681724105,272.9165124,102.4703441,92.2741599,62.82961238,53.215436495,26.68910762,60.538916165,24.05376818,37.210267165000005,46.44137706,35.92321038,12.254595885
3,0.2716821195,3646.964335,4444.8642615,9.2328284895,32.391660134999995,47.613215985,2800.5726955,65.203954265,122.90263834999999,0.197780793,92.02114596,50.26141327,2705.218922,25.256101335,49.901380880000005,3332.638743,22.842043835,66.61543182,-0.5278751295,272.96023675000004,102.4591829,92.36402508500001,62.83406618,53.20525892,26.699008075000002,60.52804982,24.244277565,37.20035087,46.43378831,35.95061183999999,11.5696934
4,0.27081289399999997,3657.1477354999997,4441.842807499999,9.254517717999999,32.469750425,47.58895134,2800.8712585,64.914647715,122.9012755,0.199791071,92.02477576999999,49.918834255,2705.1185505,25.21575177,49.368770865,3333.162089,22.882465805000002,66.63012126000001,0.1747146215,272.92435295,102.4559596,92.26540559,62.840638029999994,53.194706075,26.60675991,60.55840202,24.545501,37.18418855,46.43692399,35.99181282,11.974849129999999
5,0.26911112049999997,3647.061936,4439.5623185,9.255314845000001,32.423036175,47.671154765,2800.178318,64.99182585,122.89601995000001,0.2013210145,91.92754768,50.12882804,2704.7384844999997,25.310381245000002,50.128435894999996,3332.1490860000004,22.895343095,66.609604135,-0.5314797915,272.7876956,102.4699926,92.32947505,62.844833375,53.16536294,26.484409445,60.584292325,24.66609498,37.20141212,46.425836939999996,35.91833353,12.093296785
6,0.267451146,3653.7271465,4439.9528740000005,9.2330463545,32.4291654,47.559182645,2800.505181,64.882364035,122.90114755,0.20226526649999998,91.962664435,49.419811100000004,2705.1134270000002,25.267016245,49.70234371,3332.5261665,22.875666615,66.590073785,-0.22191285249999998,272.86936685,102.46755304999999,92.31556063,62.863200434999996,53.14399955499999,26.310655205,60.60995008,24.778112915,37.187966945,46.42841861,35.89728555,11.537173265
7,0.265153421,3648.2262520000004,4438.8909755,9.2673167305,32.306835155,47.61110333,2800.962748,64.92868129,122.90269505,0.204651879,91.98309986999999,49.73765675,2705.4468294999997,25.25861397,49.63881873,3333.006829,22.960271900000002,66.587800485,-0.364834825,272.91369380000003,102.4636546,92.3156014,62.87515778,53.122512245,26.129305074999998,60.65487929,25.005291915,37.206149605,46.410965759999996,35.98481108,11.753215695
8,0.2644236795,3658.699339,4435.6313525,9.238193042999999,32.445584575,47.6273768,2800.5185220000003,65.08664995000001,122.90000325,0.2061072205,91.937858655,50.155895709999996,2705.205011,25.274546795,49.444164875,3332.8943170000002,22.905231165,66.58504054,0.00018556949999999975,272.7652581,102.4692656,92.20678097000001,62.90447194,53.114827765,26.034875890000002,60.602381745,25.23994032,37.22425962,46.400374715,35.91644919,13.468604079999999
9,0.264436794,3657.493559,4443.701271,9.2324809845,32.484710205,47.63569850499999,2800.3885565,65.10669378,122.90082935000001,0.20667702300000002,91.9250358,50.11830786,2704.960974,25.30851725,49.74251416,3332.457771,22.863815155,66.574572615,0.45196818949999995,273.0511943,102.47100535,92.34237704,62.936499685,53.143758379999994,25.99277895,60.619220725,25.29902432,37.233700805,46.43493936,35.92365366,11.878352575000001
10,0.26557176,3659.5795845000002,4444.923719,9.2194998065,32.434679880000004,47.726673770000005,2801.4957784999997,64.81554795,122.906047,0.208667979,92.05918093,50.071271960000004,2705.914401,25.282654465,49.87280111,3333.730689,22.919309475,66.58956136500001,0.320982977,273.03156655,102.44786565,92.43351862,62.945672035,53.14371433,26.151904815,60.53377371,25.532348255,37.231753405,46.452874035,35.982835545,12.533734645
