2.716902115000000006e-01,3.655871051499999794e+03,4.453499637000000803e+03,9.235629429999999473e+00,3.237704274499999713e+01,4.760553844000000367e+01,2.798925486999999976e+03,6.482194301999999198e+01,1.229014794499999965e+02,1.973135540000000021e-01,9.197694041500000139e+01,4.975639612000000511e+01,2.703471091500000057e+03,2.521860992499999909e+01,5.015177234499999770e+01,3.330785093999999845e+03,2.290504062000000118e+01,6.662537990500000262e+01,5.079085909999999648e-01,2.727100163499999894e+02,1.024785892499999989e+02,9.223215616999999611e+01,6.281106276500000263e+01,5.327563206499999637e+01,2.667150067000000035e+01,6.055179539000000233e+01,2.412910348999999854e+01,3.721446489999999585e+01,4.644153511999999751e+01,3.586521740000000591e+01,1.211714212500000087e+01
2.715924965000000024e-01,3.653511706000000231e+03,4.451002009499999986e+03,9.233434244000001456e+00,3.236831218000000376e+01,4.756774681000000271e+01,2.799383402999999817e+03,6.481211143999999535e+01,1.229016363000000069e+02,1.953798495000000079e-01,9.195301363499999070e+01,4.984522246999999595e+01,2.704011133500000142e+03,2.523203301499999895e+01,4.992241294000000096e+01,3.331438407999999981e+03,2.291559326000000141e+01,6.661005258500000537e+01,-5.191026964999999604e-01,2.728721653000000060e+02,1.024728219499999966e+02,9.232168338500000004e+01,6.281894685999999695e+01,5.324628411999999855e+01,2.668159270499999991e+01,6.053744739500000094e+01,2.397028858499999870e+01,3.721854908999999623e+01,4.644519137999999714e+01,3.596103924999999890e+01,1.225365108999999997e+01
2.717233299999999852e-01,3.643374329000000216e+03,4.452789789500000552e+03,9.258741557000000455e+00,3.237896444000000429e+01,4.759251336500000207e+01,2.800386633500000244e+03,6.491909943499999258e+01,1.229030315500000086e+02,1.960250994999999941e-01,9.200527409000000034e+01,5.008088848500000267e+01,2.704729011499999615e+03,2.525583418500000121e+01,4.975067255999999816e+01,3.332329340999999658e+03,2.293282324999999844e+01,6.661373331499999040e+01,-4.681724105000000247e-01,2.729165123999999878e+02,1.024703441000000055e+02,9.227415990000000079e+01,6.282961238000000037e+01,5.321543649499999873e+01,2.668910762000000148e+01,6.053891616500000339e+01,2.405376817999999872e+01,3.721026716500000475e+01,4.644137706000000065e+01,3.592321038000000044e+01,1.225459588500000052e+01
2.716821194999999856e-01,3.646964335000000119e+03,4.444864261499999884e+03,9.232828489499999236e+00,3.239166013499999508e+01,4.761321598499999652e+01,2.800572695500000009e+03,6.520395426499999303e+01,1.229026383499999895e+02,1.977807930000000103e-01,9.202114595999999835e+01,5.026141326999999848e+01,2.705218922000000020e+03,2.525610133500000032e+01,4.990138088000000494e+01,3.332638742999999977e+03,2.284204383499999835e+01,6.661543181999999774e+01,-5.278751295000000399e-01,2.729602367500000355e+02,1.024591829000000018e+02,9.236402508500000863e+01,6.283406618000000066e+01,5.320525891999999857e+01,2.669900807500000184e+01,6.052804981999999967e+01,2.424427756500000086e+01,3.720035087000000118e+01,4.643378830999999707e+01,3.595061183999999344e+01,1.156969340000000024e+01
2.708128939999999707e-01,3.657147735499999726e+03,4.441842807499999253e+03,9.254517717999998894e+00,3.246975042500000086e+01,4.758895134000000127e+01,2.800871258499999840e+03,6.491464771500000097e+01,1.229012754999999970e+02,1.997910709999999868e-01,9.202477576999999087e+01,4.991883425500000016e+01,2.705118550499999856e+03,2.521575177000000068e+01,4.936877086500000189e+01,3.333162088999999924e+03,2.288246580500000249e+01,6.663012126000000990e+01,1.747146215000000002e-01,2.729243529500000136e+02,1.024559595999999999e+02,9.226540559000000030e+01,6.284063802999999382e+01,5.319470607499999915e+01,2.660675991000000096e+01,6.055840202000000261e+01,2.454550100000000157e+01,3.718418855000000178e+01,4.643692398999999682e+01,3.599181281999999982e+01,1.197484912999999906e+01
2.691111204999999673e-01,3.647061936000000060e+03,4.439562318500000401e+03,9.255314845000000901e+00,3.242303617500000001e+01,4.767115476499999716e+01,2.800178318000000218e+03,6.499182584999999790e+01,1.228960199500000101e+02,2.013210145000000062e-01,9.192754768000000354e+01,5.012882804000000192e+01,2.704738484499999686e+03,2.531038124500000208e+01,5.012843589499999553e+01,3.332149086000000352e+03,2.289534309500000120e+01,6.660960413499999788e+01,-5.314797915000000206e-01,2.727876956000000064e+02,1.024699925999999977e+02,9.232947504999999921e+01,6.284483337500000033e+01,5.316536294000000140e+01,2.648440944500000072e+01,6.058429232499999983e+01,2.466609498000000045e+01,3.720141212000000053e+01,4.642583693999999639e+01,3.591833352999999818e+01,1.209329678499999972e+01
2.674511459999999730e-01,3.653727146499999890e+03,4.439952874000000520e+03,9.233046354500000774e+00,3.242916540000000225e+01,4.755918264499999992e+01,2.800505180999999993e+03,6.488236403499999483e+01,1.229011475500000046e+02,2.022652664999999850e-01,9.196266443499999355e+01,4.941981110000000399e+01,2.705113427000000229e+03,2.526701624500000065e+01,4.970234371000000095e+01,3.332526166499999817e+03,2.287566661500000009e+01,6.659007378500000129e+01,-2.219128524999999796e-01,2.728693668500000058e+02,1.024675530499999923e+02,9.231556062999999313e+01,6.286320043499999599e+01,5.314399955499999351e+01,2.631065520499999977e+01,6.060995007999999729e+01,2.477811291500000124e+01,3.718796694499999944e+01,4.642841861000000137e+01,3.589728554999999943e+01,1.153717326499999984e+01
2.651534210000000003e-01,3.648226252000000386e+03,4.438890975500000422e+03,9.267316730499999267e+00,3.230683515500000169e+01,4.761110332999999883e+01,2.800962747999999920e+03,6.492868129000000010e+01,1.229026950500000055e+02,2.046518790000000088e-01,9.198309986999998955e+01,4.973765674999999931e+01,2.705446829499999694e+03,2.525861396999999897e+01,4.963881872999999700e+01,3.333006828999999925e+03,2.296027190000000218e+01,6.658780048500000248e+01,-3.648348249999999737e-01,2.729136938000000328e+02,1.024636545999999981e+02,9.231560140000000558e+01,6.287515778000000211e+01,5.312251224500000291e+01,2.612930507499999777e+01,6.065487928999999667e+01,2.500529191500000081e+01,3.720614960500000024e+01,4.641096575999999629e+01,3.598481108000000006e+01,1.175321569499999974e+01
2.644236795000000084e-01,3.658699338999999782e+03,4.435631352499999593e+03,9.238193042999998994e+00,3.244558457499999804e+01,4.762737680000000040e+01,2.800518522000000303e+03,6.508664995000000886e+01,1.229000032499999975e+02,2.061072204999999935e-01,9.193785865499999943e+01,5.015589570999999580e+01,2.705205011000000013e+03,2.527454679499999912e+01,4.944416487499999846e+01,3.332894317000000228e+03,2.290523116500000000e+01,6.658504053999999428e+01,1.855694999999997485e-04,2.727652580999999827e+02,1.024692655999999999e+02,9.220678097000001117e+01,6.290447194000000053e+01,5.311482776500000114e+01,2.603487589000000213e+01,6.060238174500000241e+01,2.523994031999999876e+01,3.722425961999999799e+01,4.640037471499999810e+01,3.591644919000000158e+01,1.346860407999999865e+01
2.644367939999999750e-01,3.657493559000000005e+03,4.443701270999999906e+03,9.232480984500000432e+00,3.248471020499999895e+01,4.763569850499999347e+01,2.800388556500000050e+03,6.510669378000000052e+01,1.229008293500000093e+02,2.066770230000000153e-01,9.192503580000000341e+01,5.011830786000000160e+01,2.704960974000000078e+03,2.530851725000000130e+01,4.974251415999999892e+01,3.332457770999999866e+03,2.286381515500000106e+01,6.657457261499999390e+01,4.519681894999999505e-01,2.730511943000000201e+02,1.024710053499999987e+02,9.234237704000000235e+01,6.293649968500000114e+01,5.314375837999999419e+01,2.599277895000000171e+01,6.061922072499999814e+01,2.529902432000000090e+01,3.723370080499999801e+01,4.643493936000000133e+01,3.592365365999999938e+01,1.187835257500000097e+01
